Gender,Married,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Male,No,Not Graduate,Yes,17618,7653,193,300,0,Rural,Rejected
Male,No,Not Graduate,Yes,16161,5379,510,300,0,Semiurban,Rejected
Male,Yes,Not Graduate,No,15160,7647,393,180,0,Semiurban,Rejected
Male,No,Graduate,Yes,12518,2766,558,180,0,Rural,Rejected
Female,Yes,Not Graduate,Yes,17845,3447,94,300,1,Rural,Approved
Male,Yes,Not Graduate,No,12773,7684,628,240,0,Semiurban,Rejected
Female,No,Graduate,No,3646,9181,324,240,0,Semiurban,Rejected
Male,No,Graduate,No,11769,3896,645,180,1,Rural,Approved
Male,No,Not Graduate,Yes,9141,9142,644,360,0,Rural,Rejected
Male,No,Graduate,No,11856,394,87,360,1,Rural,Approved
Male,Yes,Graduate,No,16664,6782,582,180,1,Semiurban,Approved
Female,No,Not Graduate,Yes,18424,4418,213,360,0,Urban,Rejected
Male,No,Graduate,Yes,9767,9867,530,180,0,Rural,Rejected
Female,No,Not Graduate,No,19732,1948,144,240,1,Semiurban,Approved
Female,Yes,Not Graduate,No,4038,2084,330,360,0,Rural,Rejected
Male,Yes,Graduate,No,11702,9183,496,300,0,Rural,Rejected
Male,Yes,Graduate,No,13933,1613,666,360,1,Urban,Approved
Female,No,Not Graduate,Yes,15141,1103,615,300,1,Rural,Approved
Female,No,Not Graduate,No,18325,7315,488,300,1,Urban,Approved
Female,Yes,Not Graduate,Yes,10404,641,177,240,1,Rural,Approved
Male,Yes,Graduate,No,14066,2758,404,240,1,Semiurban,Approved
Female,Yes,Graduate,No,12136,6050,110,180,1,Semiurban,Approved
Male,Yes,Not Graduate,No,11712,1015,367,360,0,Rural,Rejected
Female,Yes,Not Graduate,No,9192,9148,434,300,0,Semiurban,Rejected
Female,Yes,Graduate,Yes,10486,3516,324,180,1,Semiurban,Approved
Female,No,Graduate,No,11561,8873,562,300,0,Urban,Rejected
Female,Yes,Not Graduate,Yes,19499,9976,317,360,1,Rural,Approved
Female,Yes,Not Graduate,No,19149,3861,488,180,0,Rural,Rejected
Male,Yes,Graduate,No,17843,4214,606,360,0,Rural,Rejected
Female,Yes,Graduate,Yes,8711,8047,356,360,1,Semiurban,Approved
Male,Yes,Graduate,Yes,4397,2671,512,360,0,Semiurban,Rejected
Male,No,Not Graduate,No,17139,8119,194,300,0,Rural,Rejected
Female,No,Not Graduate,No,14875,4931,474,300,0,Rural,Rejected
Female,No,Graduate,Yes,10261,7147,521,300,1,Semiurban,Approved
Female,Yes,Graduate,Yes,16745,5486,186,240,1,Semiurban,Approved
Male,Yes,Not Graduate,No,3593,6672,442,300,1,Semiurban,Rejected
Female,No,Graduate,Yes,2736,2602,540,360,0,Rural,Rejected
Male,No,Not Graduate,Yes,15162,2264,573,360,0,Semiurban,Rejected
Female,No,Graduate,No,11683,3298,196,300,0,Rural,Rejected
Male,Yes,Not Graduate,No,3247,9983,124,300,0,Urban,Rejected
Female,No,Graduate,Yes,7619,8918,611,300,0,Semiurban,Rejected
Female,No,Not Graduate,Yes,4104,7477,97,300,1,Semiurban,Rejected
Male,Yes,Graduate,No,3246,7631,385,240,1,Rural,Rejected
Male,No,Graduate,Yes,8685,7342,164,360,0,Urban,Rejected
Male,Yes,Not Graduate,No,10637,3495,391,240,0,Urban,Rejected
Female,Yes,Graduate,Yes,7355,712,215,240,1,Rural,Approved
Female,No,Not Graduate,No,10130,5780,104,300,0,Semiurban,Rejected
Male,Yes,Graduate,Yes,6964,2569,470,240,1,Rural,Approved
Female,No,Not Graduate,No,1549,4813,197,300,0,Urban,Rejected
Male,No,Graduate,No,17629,9905,631,300,0,Semiurban,Rejected
Female,No,Not Graduate,No,17823,5707,476,360,0,Semiurban,Rejected
Female,No,Graduate,Yes,5036,5823,289,180,1,Semiurban,Approved
Female,No,Not Graduate,No,19096,7368,380,300,1,Rural,Approved
Male,Yes,Graduate,No,8235,7630,347,180,0,Rural,Rejected
Female,No,Not Graduate,No,8483,4968,657,240,1,Rural,Approved
Female,No,Graduate,No,13234,5440,121,180,0,Rural,Rejected
Female,No,Graduate,Yes,7986,6339,150,180,0,Urban,Rejected
Female,Yes,Graduate,No,15661,4353,222,300,0,Rural,Rejected
Female,Yes,Not Graduate,No,6312,5542,617,180,1,Urban,Approved
Female,Yes,Graduate,Yes,6647,1811,558,180,1,Semiurban,Approved
Female,No,Graduate,No,16313,8535,249,360,1,Semiurban,Approved
Female,No,Graduate,Yes,4912,547,147,360,0,Urban,Rejected
Male,No,Not Graduate,No,12529,4503,542,180,1,Rural,Approved
Male,No,Graduate,No,7731,7540,607,240,1,Rural,Approved
Female,Yes,Graduate,Yes,14736,6484,560,300,0,Rural,Rejected
Female,Yes,Not Graduate,No,4792,9028,690,180,0,Semiurban,Rejected
Female,No,Graduate,No,18372,8937,222,300,1,Rural,Approved
Male,No,Not Graduate,Yes,2318,8318,450,180,1,Rural,Rejected
Female,No,Graduate,Yes,7743,4030,274,240,1,Semiurban,Approved
Male,Yes,Not Graduate,Yes,19208,4170,182,180,0,Rural,Rejected
Female,Yes,Not Graduate,Yes,4959,4922,504,240,1,Semiurban,Rejected
Female,No,Not Graduate,Yes,12785,5123,193,300,0,Urban,Rejected
Male,No,Not Graduate,No,11277,3278,255,360,1,Rural,Approved
Male,Yes,Graduate,No,11153,986,650,300,1,Rural,Approved
Male,Yes,Graduate,Yes,4324,9532,444,300,1,Rural,Rejected
Female,No,Not Graduate,No,19486,5189,155,240,0,Semiurban,Rejected
Female,Yes,Graduate,Yes,3172,6715,52,180,0,Semiurban,Rejected
Male,Yes,Graduate,No,15459,1650,62,240,0,Rural,Rejected
Male,No,Graduate,No,15359,6781,439,300,1,Semiurban,Approved
Female,No,Graduate,No,7729,9245,447,360,0,Rural,Rejected
Male,No,Graduate,No,18662,3365,420,300,1,Rural,Approved
Male,Yes,Not Graduate,Yes,17592,7302,661,240,0,Rural,Rejected
Male,Yes,Not Graduate,No,14047,9510,613,300,1,Rural,Approved
Male,No,Graduate,No,3245,4573,432,180,1,Rural,Rejected
Female,No,Graduate,No,5300,2884,636,360,0,Urban,Rejected
Male,No,Not Graduate,Yes,8471,470,496,240,0,Semiurban,Rejected
Female,Yes,Not Graduate,Yes,7866,4797,397,360,1,Urban,Approved
Male,Yes,Graduate,Yes,2558,3410,101,300,0,Rural,Rejected
Male,Yes,Not Graduate,No,15891,8495,338,240,0,Semiurban,Rejected
Female,No,Not Graduate,Yes,9553,7908,625,360,1,Urban,Approved
Male,Yes,Not Graduate,No,14929,6744,505,300,0,Rural,Rejected
Female,No,Graduate,Yes,13983,7863,513,180,0,Semiurban,Rejected
Male,Yes,Not Graduate,Yes,6706,2228,517,180,1,Semiurban,Approved
Female,No,Graduate,No,18170,4489,283,360,0,Rural,Rejected
Female,Yes,Graduate,No,16679,6910,428,300,0,Semiurban,Rejected
Male,No,Not Graduate,No,7593,5029,83,300,0,Rural,Rejected
Female,No,Not Graduate,Yes,8734,2029,565,300,0,Rural,Rejected
Male,No,Graduate,Yes,16978,3819,396,240,0,Urban,Rejected
Female,Yes,Graduate,Yes,19646,2464,550,360,1,Semiurban,Approved
Male,Yes,Graduate,Yes,19042,279,84,240,1,Urban,Approved
Male,Yes,Not Graduate,Yes,16916,6354,114,300,0,Semiurban,Rejected
Male,Yes,Graduate,No,11024,6351,667,180,1,Rural,Approved
Female,Yes,Graduate,Yes,6193,7069,422,180,0,Rural,Rejected
Female,Yes,Graduate,Yes,10798,9451,423,360,0,Urban,Rejected
Male,No,Graduate,No,10238,5864,511,240,0,Urban,Rejected
Male,Yes,Not Graduate,Yes,4134,5420,673,300,1,Urban,Rejected
Female,No,Not Graduate,Yes,17697,9021,673,240,0,Urban,Rejected
Female,No,Graduate,Yes,14336,2950,371,300,1,Urban,Approved
Male,Yes,Graduate,No,9462,2982,183,180,0,Urban,Rejected
Male,Yes,Graduate,No,5228,2835,514,240,0,Rural,Rejected
Female,Yes,Graduate,Yes,13401,428,548,360,0,Semiurban,Rejected
Female,Yes,Graduate,Yes,10265,4015,301,240,0,Rural,Rejected
Male,No,Not Graduate,No,8831,2491,339,180,0,Urban,Rejected
Male,Yes,Graduate,Yes,5029,5745,276,180,1,Rural,Approved
Male,Yes,Graduate,Yes,5533,3785,169,300,0,Urban,Rejected
Female,Yes,Not Graduate,No,19261,7039,88,240,0,Semiurban,Rejected
Male,No,Graduate,No,3931,2183,539,180,1,Semiurban,Rejected
Male,No,Not Graduate,No,11073,2048,508,360,1,Urban,Approved
Male,Yes,Not Graduate,Yes,4770,7234,630,360,0,Rural,Rejected
Male,No,Not Graduate,No,18054,9236,423,180,1,Rural,Approved
Female,No,Not Graduate,No,16502,6259,168,360,1,Urban,Approved
Male,No,Not Graduate,Yes,7995,7064,569,180,1,Urban,Approved
Female,Yes,Graduate,Yes,8593,8804,324,360,1,Rural,Approved
Male,Yes,Not Graduate,No,1859,7158,436,360,1,Semiurban,Rejected
Male,Yes,Graduate,No,17038,1075,538,360,0,Rural,Rejected
Male,No,Graduate,No,5203,4136,523,360,1,Urban,Approved
Female,No,Not Graduate,No,18864,3387,615,360,1,Rural,Approved
Male,Yes,Not Graduate,No,17452,8792,548,240,1,Semiurban,Approved
Female,Yes,Graduate,No,6875,9948,280,300,0,Semiurban,Rejected
Male,No,Graduate,No,13977,2719,508,300,1,Semiurban,Approved
Male,Yes,Graduate,Yes,12253,9656,544,180,1,Rural,Approved
Female,Yes,Graduate,No,13986,863,293,240,1,Semiurban,Approved
Male,Yes,Not Graduate,Yes,7988,319,415,300,0,Semiurban,Rejected
Female,Yes,Not Graduate,Yes,9326,7331,195,360,0,Urban,Rejected
Male,No,Not Graduate,Yes,9052,5422,275,300,0,Semiurban,Rejected
Female,Yes,Not Graduate,No,18435,8414,691,360,1,Semiurban,Approved
Female,Yes,Not Graduate,No,13749,7688,220,180,0,Semiurban,Rejected
Female,Yes,Graduate,No,4183,665,436,300,0,Rural,Rejected
Female,No,Graduate,No,14064,5733,320,240,1,Urban,Approved
Female,No,Not Graduate,Yes,3517,8444,182,180,0,Rural,Rejected
Male,Yes,Not Graduate,Yes,13614,5387,340,240,0,Urban,Rejected
Male,No,Graduate,No,4891,3166,406,360,1,Semiurban,Rejected
Male,Yes,Not Graduate,No,2093,1494,67,360,1,Urban,Rejected
Female,Yes,Graduate,Yes,19639,9019,143,360,1,Urban,Approved
Female,Yes,Not Graduate,No,19492,1812,646,180,1,Rural,Approved
Male,Yes,Not Graduate,No,2861,5558,140,360,1,Semiurban,Rejected
Male,Yes,Not Graduate,Yes,3191,7670,557,360,1,Rural,Rejected
Male,No,Not Graduate,Yes,9169,1107,116,180,1,Urban,Approved
Female,No,Not Graduate,No,5092,9489,649,180,0,Urban,Rejected
Female,Yes,Not Graduate,No,2275,1327,273,360,0,Semiurban,Rejected
Female,Yes,Not Graduate,No,13768,8931,494,180,0,Urban,Rejected
Female,Yes,Graduate,Yes,16752,1070,235,180,1,Rural,Approved
Male,Yes,Not Graduate,No,16676,3522,119,240,0,Semiurban,Rejected
Female,Yes,Not Graduate,Yes,10491,3577,626,360,1,Semiurban,Approved
Male,Yes,Graduate,No,2419,2729,467,180,1,Rural,Rejected
Female,No,Not Graduate,Yes,8876,1553,501,360,0,Semiurban,Rejected
Female,No,Not Graduate,No,17954,6142,319,300,0,Urban,Rejected
Female,Yes,Graduate,Yes,1724,8937,209,240,0,Rural,Rejected
Male,Yes,Graduate,No,1701,7751,351,300,1,Rural,Rejected
Male,No,Graduate,No,1552,8855,539,180,1,Rural,Rejected
Female,No,Not Graduate,Yes,4892,9361,591,240,0,Semiurban,Rejected
Male,No,Not Graduate,No,19106,4630,450,300,1,Semiurban,Approved
Female,No,Not Graduate,No,7795,5892,58,180,0,Rural,Rejected
Male,No,Not Graduate,Yes,17670,9708,309,240,0,Rural,Rejected
Female,Yes,Graduate,Yes,11848,4048,306,240,1,Urban,Approved
Male,Yes,Not Graduate,No,18498,4744,461,360,0,Semiurban,Rejected
Female,Yes,Not Graduate,No,15704,1600,394,360,0,Semiurban,Rejected
Male,No,Graduate,No,11978,8507,344,300,0,Semiurban,Rejected
Female,Yes,Graduate,No,2156,9218,193,360,0,Urban,Rejected
Male,No,Graduate,No,7429,7415,445,300,0,Rural,Rejected
Female,No,Graduate,Yes,2280,662,515,360,1,Rural,Rejected
Male,Yes,Graduate,Yes,6952,8155,600,360,1,Urban,Approved
Male,No,Not Graduate,Yes,18009,143,173,180,0,Rural,Rejected
Female,Yes,Graduate,Yes,13672,5938,163,360,0,Semiurban,Rejected
Female,No,Graduate,No,14305,4692,416,180,1,Semiurban,Approved
Female,Yes,Graduate,Yes,4908,3402,436,240,1,Rural,Rejected
Male,Yes,Graduate,No,13923,8589,652,240,1,Urban,Approved
Female,Yes,Graduate,No,10693,5216,674,180,0,Semiurban,Rejected
Female,Yes,Graduate,Yes,4025,712,503,360,0,Rural,Rejected
Male,No,Graduate,Yes,6244,1103,548,180,1,Semiurban,Approved
Male,No,Graduate,No,4071,2555,570,180,1,Semiurban,Rejected
Male,Yes,Graduate,No,19578,4893,235,180,0,Urban,Rejected
Female,Yes,Not Graduate,Yes,14135,3688,643,360,0,Semiurban,Rejected
Male,Yes,Graduate,No,6256,9778,195,360,1,Rural,Approved
Female,No,Not Graduate,Yes,15590,7903,457,180,1,Semiurban,Approved
Female,Yes,Not Graduate,Yes,2642,1329,358,300,1,Urban,Rejected
Male,Yes,Graduate,Yes,2779,8070,216,300,0,Semiurban,Rejected
Female,No,Not Graduate,No,17739,918,260,240,0,Semiurban,Rejected
Female,No,Graduate,No,8142,5700,249,300,0,Rural,Rejected
Male,No,Not Graduate,Yes,8977,3111,141,180,1,Urban,Approved
Male,No,Not Graduate,Yes,17018,3638,503,180,0,Urban,Rejected
Female,Yes,Not Graduate,No,19187,6768,81,180,0,Rural,Rejected
Male,Yes,Graduate,Yes,17129,7560,311,360,1,Semiurban,Approved
Female,Yes,Graduate,Yes,14119,3987,280,360,0,Rural,Rejected
Female,Yes,Not Graduate,Yes,3997,2211,79,300,1,Semiurban,Rejected
Female,Yes,Not Graduate,No,15250,545,610,240,1,Rural,Approved
Male,No,Not Graduate,Yes,18367,2639,604,180,0,Rural,Rejected
Male,Yes,Graduate,No,6234,4006,248,180,1,Semiurban,Approved
Female,Yes,Graduate,No,14244,5008,271,300,0,Semiurban,Rejected
Male,No,Not Graduate,Yes,15324,8372,283,240,1,Rural,Approved
Female,No,Graduate,No,5661,7293,459,180,1,Rural,Approved
Male,Yes,Graduate,No,15695,9517,253,180,1,Semiurban,Approved
Male,No,Graduate,No,9017,8759,233,300,1,Rural,Approved
Male,No,Not Graduate,No,16778,1528,480,180,0,Rural,Rejected
Male,Yes,Not Graduate,No,12093,8607,180,240,0,Semiurban,Rejected
Female,No,Graduate,No,6413,9691,222,360,1,Urban,Approved
Female,No,Not Graduate,Yes,16762,5128,504,180,1,Rural,Approved
Male,No,Not Graduate,No,12990,1087,615,360,0,Urban,Rejected
Female,Yes,Not Graduate,Yes,8347,2588,573,300,0,Semiurban,Rejected
Female,No,Not Graduate,No,4254,1705,676,240,0,Rural,Rejected
Female,No,Graduate,Yes,8524,8803,358,360,0,Semiurban,Rejected
Male,Yes,Graduate,Yes,15527,9377,432,180,0,Semiurban,Rejected
Female,No,Not Graduate,No,4535,7202,273,180,0,Urban,Rejected
Male,No,Not Graduate,No,1634,4621,180,240,1,Urban,Rejected
Male,Yes,Graduate,Yes,9156,6283,81,240,1,Urban,Approved
Female,No,Not Graduate,No,5331,1615,374,180,0,Rural,Rejected
Female,Yes,Not Graduate,No,7669,1484,79,360,1,Rural,Approved
Male,Yes,Not Graduate,No,19287,4132,122,180,1,Rural,Approved
Female,No,Not Graduate,Yes,5147,9507,696,360,1,Semiurban,Approved
Female,No,Graduate,Yes,4125,5576,593,240,1,Semiurban,Rejected
Male,No,Graduate,Yes,10490,5462,372,180,1,Rural,Approved
Male,No,Graduate,Yes,8986,2896,649,180,1,Semiurban,Approved
Male,No,Not Graduate,Yes,10475,7700,433,300,1,Rural,Approved
Female,No,Graduate,No,9202,988,500,360,1,Rural,Approved
Male,Yes,Not Graduate,Yes,15713,8014,410,180,0,Urban,Rejected
Male,No,Not Graduate,No,7532,3166,210,360,0,Semiurban,Rejected
Male,No,Graduate,No,17299,1276,414,180,0,Rural,Rejected
Male,No,Graduate,No,11908,1472,77,300,1,Rural,Approved
Male,Yes,Graduate,No,18674,6780,679,360,1,Rural,Approved
Male,Yes,Not Graduate,Yes,19967,7864,200,300,0,Urban,Rejected
Female,No,Graduate,No,16463,2242,502,180,1,Urban,Approved
Female,No,Graduate,No,9940,5325,487,300,0,Semiurban,Rejected
Female,Yes,Graduate,No,7575,7411,416,240,0,Urban,Rejected
Male,Yes,Graduate,No,16638,8428,538,180,0,Urban,Rejected
Male,Yes,Graduate,No,18419,1218,393,180,1,Urban,Approved
Female,No,Graduate,No,14471,5881,501,240,1,Urban,Approved
Male,No,Graduate,No,10571,9368,426,360,0,Rural,Rejected
Female,Yes,Graduate,No,13601,8172,241,180,0,Urban,Rejected
Female,No,Not Graduate,No,4969,6186,127,240,1,Semiurban,Rejected
Male,No,Not Graduate,No,15507,3761,132,240,1,Urban,Approved
Female,Yes,Not Graduate,Yes,2473,2098,329,180,0,Urban,Rejected
Male,No,Not Graduate,No,13467,5623,525,300,0,Rural,Rejected
Male,No,Graduate,Yes,6175,8738,55,240,0,Rural,Rejected
Female,No,Graduate,Yes,5222,8382,103,300,1,Urban,Approved
Male,No,Not Graduate,No,7621,7384,208,180,1,Rural,Approved
Male,Yes,Graduate,Yes,7248,7492,657,300,0,Urban,Rejected
Female,No,Not Graduate,Yes,2623,1733,303,180,0,Rural,Rejected
Male,Yes,Not Graduate,Yes,5833,3532,98,360,0,Rural,Rejected
Female,Yes,Not Graduate,No,7771,9427,252,180,0,Semiurban,Rejected
Female,No,Graduate,Yes,11275,8790,421,300,0,Urban,Rejected
Male,Yes,Graduate,Yes,9612,2748,487,300,0,Urban,Rejected
Female,Yes,Not Graduate,Yes,2039,3556,649,180,1,Urban,Rejected
Male,No,Not Graduate,Yes,16411,1793,329,300,1,Semiurban,Approved
Female,Yes,Not Graduate,No,7525,5481,111,240,0,Urban,Rejected
Male,Yes,Not Graduate,No,6262,9082,322,300,0,Rural,Rejected
Male,No,Not Graduate,Yes,11425,6355,136,300,1,Rural,Approved
Male,No,Graduate,No,5276,345,679,240,1,Rural,Approved
Female,Yes,Graduate,No,18704,7400,196,300,1,Urban,Approved
Male,No,Not Graduate,Yes,17552,5371,168,300,0,Urban,Rejected
Male,No,Not Graduate,No,4767,3314,203,360,1,Semiurban,Rejected
Female,Yes,Graduate,Yes,16823,4750,324,180,0,Rural,Rejected
Male,Yes,Graduate,Yes,3038,2983,389,180,1,Semiurban,Rejected
Male,Yes,Not Graduate,Yes,10081,1207,697,240,1,Urban,Approved
Female,No,Not Graduate,Yes,9988,8982,573,180,0,Semiurban,Rejected
Female,Yes,Graduate,No,17475,3757,555,240,1,Semiurban,Approved
Male,Yes,Not Graduate,No,9310,3021,597,180,0,Rural,Rejected
Male,Yes,Not Graduate,Yes,19550,3037,515,300,1,Urban,Approved
Male,No,Not Graduate,Yes,13808,6993,553,180,0,Urban,Rejected
Female,Yes,Graduate,No,10130,696,165,180,0,Semiurban,Rejected
Male,No,Not Graduate,No,2416,2086,346,240,1,Semiurban,Rejected
Male,No,Graduate,Yes,2035,8392,148,300,0,Semiurban,Rejected
Male,No,Graduate,No,19432,338,540,180,0,Semiurban,Rejected
Female,No,Not Graduate,Yes,12164,5098,287,240,1,Urban,Approved
Female,Yes,Not Graduate,No,7151,9115,422,300,0,Semiurban,Rejected
Male,No,Not Graduate,No,2073,309,372,360,1,Rural,Rejected
Female,No,Not Graduate,Yes,4091,5769,585,180,0,Semiurban,Rejected
Female,No,Not Graduate,No,9011,1184,581,300,0,Semiurban,Rejected
Male,No,Graduate,Yes,19238,8932,549,240,1,Rural,Approved
Female,No,Graduate,Yes,5123,8479,197,240,0,Rural,Rejected
Male,No,Graduate,No,11691,5175,647,240,0,Semiurban,Rejected
Male,Yes,Graduate,No,17370,6061,209,180,1,Rural,Approved
Female,Yes,Graduate,Yes,19588,933,490,300,0,Semiurban,Rejected
Male,No,Not Graduate,Yes,14745,2400,684,180,1,Semiurban,Approved
Male,Yes,Not Graduate,Yes,3354,8079,559,360,0,Rural,Rejected
Female,No,Not Graduate,No,15878,2952,141,240,1,Urban,Approved
Male,Yes,Graduate,No,17710,8480,586,180,1,Rural,Approved
Female,Yes,Graduate,Yes,7691,4412,81,360,1,Rural,Approved
Female,No,Graduate,Yes,14487,5404,126,180,1,Urban,Approved
Female,Yes,Not Graduate,No,8192,2520,595,360,0,Urban,Rejected
Female,Yes,Graduate,Yes,18403,6287,353,180,0,Urban,Rejected
Female,No,Not Graduate,Yes,10529,4061,272,240,1,Urban,Approved
Female,No,Not Graduate,Yes,17152,4914,263,300,0,Semiurban,Rejected
Male,No,Not Graduate,Yes,10653,2500,485,300,1,Urban,Approved
Female,No,Not Graduate,No,10935,7571,133,300,0,Urban,Rejected
Male,Yes,Not Graduate,No,13313,3512,123,180,1,Urban,Approved
Female,Yes,Graduate,No,19432,5597,482,300,1,Rural,Approved
Female,No,Graduate,Yes,7343,8743,569,240,1,Rural,Approved
Female,No,Not Graduate,Yes,14714,6338,549,240,1,Urban,Approved
Male,Yes,Not Graduate,No,2264,5822,564,240,0,Rural,Rejected
Male,Yes,Graduate,Yes,11944,7907,282,240,0,Rural,Rejected
Male,Yes,Graduate,No,18912,3405,223,300,1,Urban,Approved
Male,No,Graduate,Yes,5089,3024,650,300,1,Semiurban,Approved
Male,Yes,Graduate,Yes,12667,5944,61,240,0,Rural,Rejected
Female,No,Graduate,No,3270,2560,311,180,1,Rural,Rejected
Male,No,Not Graduate,No,13279,9616,96,240,0,Semiurban,Rejected
Female,Yes,Graduate,No,2269,7837,371,180,0,Urban,Rejected
Female,No,Graduate,Yes,16937,1539,417,240,0,Rural,Rejected
Male,Yes,Not Graduate,Yes,18031,2873,462,240,1,Rural,Approved
Female,Yes,Graduate,Yes,6659,8862,510,180,1,Semiurban,Approved
Female,No,Graduate,Yes,5162,3626,509,180,1,Semiurban,Approved
Male,No,Graduate,Yes,5052,9020,649,300,1,Urban,Approved
Male,No,Graduate,No,8191,7431,469,180,0,Semiurban,Rejected
Female,No,Graduate,No,13898,1422,418,240,1,Rural,Approved
Male,No,Not Graduate,Yes,6317,2430,621,240,1,Urban,Approved
Male,Yes,Not Graduate,Yes,4725,5862,637,300,0,Semiurban,Rejected
Female,Yes,Graduate,Yes,3162,1334,698,360,0,Rural,Rejected
Male,No,Graduate,Yes,12238,3981,689,180,0,Urban,Rejected
Male,Yes,Not Graduate,No,8168,5471,656,180,0,Rural,Rejected
Male,No,Not Graduate,No,18449,2576,119,360,1,Semiurban,Approved
Female,No,Not Graduate,No,17303,5234,663,360,0,Rural,Rejected
Female,No,Not Graduate,No,13181,724,502,240,1,Rural,Approved
Female,Yes,Graduate,No,11568,347,407,360,0,Semiurban,Rejected
Male,Yes,Graduate,No,13315,8517,594,240,0,Semiurban,Rejected
Female,No,Not Graduate,Yes,4177,4168,140,240,0,Semiurban,Rejected
Female,No,Not Graduate,No,2805,8389,615,360,0,Semiurban,Rejected
Male,Yes,Not Graduate,No,16391,2888,116,300,0,Urban,Rejected
Male,No,Not Graduate,No,9498,2717,584,300,1,Urban,Approved
Male,Yes,Graduate,No,13412,7957,182,180,1,Semiurban,Approved
Male,No,Graduate,Yes,2526,1309,139,360,1,Urban,Rejected
Male,Yes,Graduate,Yes,7831,3319,383,360,1,Urban,Approved
Female,No,Not Graduate,Yes,9417,5232,374,180,1,Semiurban,Approved
Female,Yes,Not Graduate,No,18463,8712,586,180,1,Rural,Approved
Male,Yes,Not Graduate,Yes,4542,1454,360,180,1,Urban,Rejected
Male,Yes,Not Graduate,Yes,17135,8569,330,180,0,Semiurban,Rejected
Male,No,Graduate,No,5242,137,537,180,0,Urban,Rejected
Female,Yes,Graduate,Yes,2537,1790,229,360,1,Semiurban,Rejected
Female,No,Not Graduate,No,8458,3784,545,300,1,Semiurban,Approved
Male,Yes,Graduate,Yes,10406,7323,231,240,0,Rural,Rejected
Male,Yes,Not Graduate,No,14158,7223,202,240,1,Urban,Approved
Female,Yes,Not Graduate,Yes,4945,3211,481,180,1,Urban,Rejected
Female,Yes,Not Graduate,Yes,5035,5297,484,360,1,Semiurban,Approved
Female,No,Not Graduate,Yes,19468,5592,592,300,0,Urban,Rejected
Male,No,Not Graduate,Yes,13775,9119,463,360,0,Rural,Rejected
Male,Yes,Not Graduate,Yes,9044,6988,139,240,0,Semiurban,Rejected
Male,No,Graduate,No,8116,3280,61,300,0,Semiurban,Rejected
Female,No,Not Graduate,Yes,15832,6693,195,300,0,Rural,Rejected
Male,No,Graduate,No,10217,7674,328,360,1,Semiurban,Approved
Male,No,Not Graduate,No,7855,8072,693,360,0,Urban,Rejected
Female,Yes,Not Graduate,Yes,6961,6919,179,360,1,Rural,Approved
Male,No,Graduate,No,19729,2353,336,180,1,Rural,Approved
Female,No,Graduate,Yes,15731,4220,612,240,1,Rural,Approved
Male,Yes,Not Graduate,Yes,13587,7173,589,360,1,Semiurban,Approved
Female,No,Graduate,Yes,11908,2257,570,180,1,Rural,Approved
Female,Yes,Not Graduate,Yes,9413,8,685,180,1,Urban,Approved
Female,No,Graduate,No,15253,2110,632,180,0,Rural,Rejected
Female,Yes,Graduate,No,10928,683,499,240,1,Semiurban,Approved
Female,Yes,Not Graduate,No,9539,308,415,180,0,Semiurban,Rejected
Female,No,Not Graduate,No,2552,9762,596,240,1,Urban,Rejected
Female,No,Graduate,Yes,15825,1964,240,180,1,Semiurban,Approved
Female,Yes,Graduate,Yes,13986,9956,628,180,0,Semiurban,Rejected
Male,Yes,Not Graduate,Yes,5743,8232,567,360,0,Rural,Rejected
Female,No,Not Graduate,Yes,15872,1288,644,300,0,Urban,Rejected
Male,No,Not Graduate,No,14242,9690,565,180,0,Semiurban,Rejected
Male,Yes,Graduate,Yes,18812,8437,665,300,0,Semiurban,Rejected
Male,Yes,Not Graduate,No,16430,7222,201,300,0,Rural,Rejected
Male,Yes,Graduate,Yes,16345,7303,300,240,0,Rural,Rejected
Male,Yes,Not Graduate,No,18503,4955,111,180,0,Semiurban,Rejected
Male,Yes,Not Graduate,No,11378,1053,404,240,1,Urban,Approved
Female,No,Not Graduate,Yes,14267,1144,222,180,0,Rural,Rejected
Male,No,Not Graduate,No,14677,6926,476,360,1,Semiurban,Approved
Female,No,Not Graduate,Yes,15821,2900,76,180,0,Urban,Rejected
Male,No,Not Graduate,Yes,16312,2411,697,180,0,Urban,Rejected
Male,Yes,Not Graduate,No,2817,7752,323,300,0,Semiurban,Rejected
Female,No,Not Graduate,Yes,10687,819,325,360,0,Urban,Rejected
Female,No,Graduate,No,5643,434,492,180,1,Rural,Approved
Male,No,Graduate,Yes,15800,1594,178,300,1,Urban,Approved
Male,Yes,Graduate,No,3490,1343,627,300,0,Urban,Rejected
Male,Yes,Not Graduate,No,17736,3245,336,360,1,Urban,Approved
Female,Yes,Not Graduate,Yes,11121,9574,140,240,0,Urban,Rejected
Male,Yes,Not Graduate,Yes,11655,3542,222,240,1,Urban,Approved
Female,No,Graduate,Yes,15050,6352,403,300,1,Urban,Approved
Male,No,Not Graduate,Yes,8009,4007,415,180,1,Rural,Approved
Female,Yes,Not Graduate,No,4874,3828,116,180,1,Rural,Rejected
Female,No,Graduate,No,5166,385,388,300,0,Urban,Rejected
